epoch,eligible,train_total_loss,train_jepa_cross_entropy,train_teacher_entropy,train_kl_divergence,train_vicreg_loss,train_even_invariance,train_even_variance,train_even_covariance,train_odd_invariance,train_odd_variance,train_odd_covariance,train_even_energy,train_even_feature_variance,train_even_effective_rank,train_even_mean_pairwise_cosine,train_odd_energy,train_odd_feature_variance,train_odd_effective_rank,train_odd_mean_pairwise_cosine,train_learning_rate,train_ema_momentum,train_window_exposures,validation_total_loss,validation_jepa_cross_entropy,validation_teacher_entropy,validation_kl_divergence,validation_vicreg_loss,validation_even_invariance,validation_even_variance,validation_even_covariance,validation_odd_invariance,validation_odd_variance,validation_odd_covariance,validation_even_energy,validation_even_feature_variance,validation_even_effective_rank,validation_even_mean_pairwise_cosine,validation_odd_energy,validation_odd_feature_variance,validation_odd_effective_rank,validation_odd_mean_pairwise_cosine,validation_online_encoder_commutation_max_abs,validation_target_encoder_commutation_max_abs,validation_predictor_commutation_max_abs,validation_masked_prediction_commutation_max_abs
11,True,1.1886506884786647,0.7286933900268444,0.19084739924220434,0.5378459948545872,9.199145852416539,0.0069657216633970485,0.048824129235044374,3.069853647572325,0.009858524786834385,0.055873468817958696,3.091220622569059,0.2880702614784241,0.2661428451538086,17.398298263549805,0.07801888883113861,0.21439386904239655,0.21388643980026245,14.273270606994629,0.002517084125429392,0.00019408807689542541,0.996118230842573,79552.0,1.8611004667462043,0.6846315229356771,0.1827587359999068,0.5018727912735746,23.52937846427979,0.005559659209679762,0.2872419742882412,4.86320626253962,0.008067688105798596,0.2611827593286725,4.615093171514001,0.2919786870479584,0.2610492706298828,14.467496871948242,0.10739237070083618,0.1947726458311081,0.19386161863803864,12.197915077209473,0.005487056449055672,0.0,0.0,0.0,0.0
12,True,1.163863904971992,0.7133348630209269,0.1891861191485452,0.524148747600669,9.010580708878901,0.006834430168086868,0.047532343231471236,3.024033916735016,0.009481594381758034,0.05405805039962069,3.0388696278091025,0.2799941301345825,0.25946617126464844,18.079931259155273,0.07471958547830582,0.20882049202919006,0.20832112431526184,14.857644081115723,0.0025204212870448828,0.00019297764858882747,0.9961404388407133,79552.0,1.8606259006695607,0.6872380422453354,0.18547675451339093,0.5017612921099136,23.467756816319056,0.005573264957026571,0.2795650348509097,5.005667747278867,0.00821795869327459,0.2552898232184973,4.745838283664485,0.28829509019851685,0.2544245421886444,15.06213092803955,0.11857263743877411,0.19085243344306946,0.19000554084777832,12.715683937072754,0.004831231199204922,0.0,0.0,0.0,0.0
13,True,1.1367539896278351,0.6947793618192235,0.18662236445101632,0.508157001588005,8.839492427660204,0.006694929193199949,0.04583565304572795,2.987906919787799,0.009258100878067423,0.05229949644277485,2.999377455523392,0.27221763134002686,0.25318244099617004,18.55860710144043,0.07133404165506363,0.20455801486968994,0.20406411588191986,15.195042610168457,0.002535049570724368,0.0001917754625683992,0.9961644820159733,79552.0,1.8300631643948209,0.6591171651195001,0.18807993250876423,0.4710372406035421,23.418919673827137,0.005497777797193882,0.27399010671116913,5.175401373682787,0.007801592992643783,0.253711628464033,4.718796106336847,0.283094584941864,0.24912379682064056,15.58712387084961,0.12059742212295532,0.1878357082605362,0.18699681758880615,12.906098365783691,0.004080895334482193,0.0,0.0,0.0,0.0
14,True,1.1193149696888698,0.6836847063522615,0.18548820471677296,0.4981965060710715,8.712605159510938,0.0064360158502878,0.045218991734572986,2.95661011263908,0.00877900870684729,0.050955707184844504,2.9712606770131056,0.2643493115901947,0.24668622016906738,18.993206024169922,0.06814680248498917,0.20004573464393616,0.1995672583580017,15.611960411071777,0.0024464118760079145,0.00019048270524660256,0.9961903366404508,79552.0,1.8337765176983856,0.6784541274338077,0.1882402331761594,0.49021390080451965,23.10644742549269,0.005218266804747765,0.27436010149932616,5.035405963375701,0.007678264705275971,0.2525619959252864,4.575394919786255,0.27015921473503113,0.238418847322464,16.26819610595703,0.11861440539360046,0.18241886794567108,0.18153540790081024,13.250292778015137,0.005671129561960697,0.0,0.0,0.0,0.0
15,True,1.1021055438445637,0.6736272904581344,0.18403200124265298,0.48959529289581655,8.569564931544198,0.006156650081981942,0.04396027667044826,2.9216202176202235,0.008510206983983292,0.04973725359572198,2.9388362203791365,0.2572322487831116,0.24062597751617432,19.396791458129883,0.0658019557595253,0.19514958560466766,0.19469282031059265,15.925527572631836,0.0023827259428799152,0.00018910065241883696,0.9962179771985473,79552.0,1.793630617969441,0.6346830611601673,0.18970215983307265,0.44498090691000947,23.17895070304768,0.004808333608249046,0.26883321181140496,5.228812266635794,0.007341760177117574,0.2426155686699798,4.860392777957711,0.26382437348365784,0.23478606343269348,16.368366241455078,0.11073166131973267,0.1810079962015152,0.18015316128730774,13.392170906066895,0.0044510927982628345,0.0,0.0,0.0,0.0
16,True,1.0910073805027976,0.6670262031826586,0.18502231530263744,0.4820038929329893,8.47962343874998,0.00581405482516974,0.04339050268417199,2.901582665627557,0.008095043927617672,0.049112198723005075,2.917745652835597,0.24752579629421234,0.23213639855384827,19.727252960205078,0.06329937279224396,0.1903257966041565,0.18988314270973206,16.1055908203125,0.002351044677197933,0.00018763066800438671,0.9962473764121501,79552.0,1.8037116321913316,0.6503068562145182,0.1893400542658937,0.46096681126687084,23.068094983576444,0.004492761687101982,0.27537861538704517,5.054150117219261,0.006739547714023698,0.25188550923391173,4.551557147933577,0.25245335698127747,0.22526530921459198,16.515745162963867,0.10868332535028458,0.17265215516090393,0.1718481481075287,13.664828300476074,0.004378152545541525,0.0,0.0,0.0,0.0
17,True,1.080382317640277,0.660462206995305,0.18541944546629513,0.4750427665340258,8.398402084387413,0.0056338316000651865,0.042837003307388564,2.8807568260478282,0.007795592177273782,0.048433237850713996,2.9001518522455916,0.24027076363563538,0.22542521357536316,20.10926055908203,0.06282288581132889,0.18551136553287506,0.1850745677947998,16.439659118652344,0.002370535396039486,0.00018607420270039485,0.9962785052675511,79552.0,1.7982357280916281,0.6455837499420598,0.189106003092627,0.4564777516290505,23.05303920118635,0.004610731521862335,0.26791817801339285,5.182998232850745,0.00698839239192489,0.2410984090717655,4.85484284347013,0.24369870126247406,0.216587632894516,16.96442222595215,0.11221381276845932,0.17041747272014618,0.1695868968963623,13.922491073608398,0.00450197234749794,0.0,0.0,0.0,0.0
18,True,1.0708794335588177,0.6553972136298208,0.18549253785576633,0.4699046803954524,8.309644297640457,0.005543548297788873,0.04238288247192088,2.8515618676537002,0.0075864243414402845,0.04739608826027315,2.885352895610868,0.23281307518482208,0.21878479421138763,20.440759658813477,0.06123460829257965,0.1805405616760254,0.1801309883594513,16.6260986328125,0.0022411122918128967,0.0001844327925502016,0.9963113330440813,79552.0,1.7888054648499605,0.6422597622935663,0.19005683197004775,0.4522029394409406,22.930913662974724,0.004387926871667433,0.2715462327324798,5.054878295825941,0.0066061404466533635,0.24289491555761455,4.740297742466189,0.23894989490509033,0.21390746533870697,17.142431259155273,0.10482096672058105,0.16722284257411957,0.16636623442173004,13.95691204071045,0.004975531250238419,0.0,0.0,0.0,0.0
19,True,1.0637056059110386,0.6509760981208359,0.1860084020002945,0.46496770064004084,8.254590049637773,0.005550964215559824,0.04174359997529132,2.8418720049524344,0.007470909232979495,0.046967995138007215,2.8693673332564216,0.2245064377784729,0.21145428717136383,20.83527183532715,0.05904515087604523,0.1751379519701004,0.1747293919324875,16.87851905822754,0.0023225496988743544,0.00018270805742745568,0.9963458273444279,79552.0,1.7916666773772947,0.6428253780799413,0.19217738211958235,0.45064800053915244,22.976825601007096,0.004603908258249276,0.26061435915389153,5.325434753300312,0.006130817162395126,0.23907758604805424,4.890819401835818,0.2300552874803543,0.20674508810043335,17.334335327148438,0.10228165239095688,0.1616653949022293,0.16075964272022247,14.118216514587402,0.005300881806761026,0.0,0.0,0.0,0.0
20,True,1.0607416718742682,0.6501179178539822,0.18652760914780878,0.46359031289600117,8.212474979130567,0.005495988196777277,0.04128839273368363,2.833022186857793,0.007513781664450971,0.04684418473431686,2.85087927478221,0.2181415855884552,0.2057526707649231,21.166872024536133,0.05775921791791916,0.17069335281848907,0.17031197249889374,17.277231216430664,0.0022542502265423536,0.0001809016994374944,0.996381954126607,79552.0,1.7944677377325504,0.6446336051524488,0.1934333576185684,0.4512002522733334,22.996682236458092,0.004337334037837485,0.26701071191669473,5.147608203798843,0.006121665555946127,0.24064961148079514,4.895740133242348,0.22173245251178741,0.19946658611297607,17.74388885498047,0.10147260874509811,0.1568533331155777,0.15597835183143616,14.42421817779541,0.005738492123782635,0.0,0.0,0.0,0.0
21,True,1.0576319972642083,0.6490926837738924,0.18741739806228364,0.46167529101632626,8.170786158844816,0.0053209539468487095,0.04121831033082135,2.8213530152628525,0.007234662481591522,0.04644530488901913,2.8439595089837226,0.21238839626312256,0.20030103623867035,21.45899772644043,0.057961467653512955,0.16627413034439087,0.16589583456516266,17.527013778686523,0.002251432742923498,0.00017901550123756893,0.9964196777375598,79552.0,1.8076730545640314,0.6696649102187864,0.19311353648608587,0.47655137618275667,22.760162456337653,0.004449771502559798,0.2693091544179582,5.004665869781127,0.006569115559236621,0.23833134489239388,4.788720807338969,0.21720442175865173,0.1947028934955597,17.93215560913086,0.10433237999677658,0.15596891939640045,0.15509431064128876,14.62391185760498,0.005664809141308069,0.0,0.0,0.0,0.0
22,True,1.0452004092313163,0.6398133201193446,0.18844408977084456,0.4513692336991633,8.10774169060269,0.00528248611132203,0.04056872538952509,2.8079405814912755,0.007131945781965313,0.04571178740104743,2.8324240042332764,0.20672520995140076,0.1951153427362442,21.625755310058594,0.057283129543066025,0.16229557991027832,0.1619541496038437,17.62053108215332,0.0021076244302093983,0.0001770513242775788,0.9964589609483369,79552.0,1.7548678737445018,0.6174110973459691,0.19228599475561126,0.4251251076912944,22.749135071376585,0.004359670306274772,0.27041880975193733,4.929925211599462,0.006125757844134603,0.23914215828209232,4.81801644160204,0.20874392986297607,0.1881418228149414,18.031627655029297,0.09976509213447571,0.15089647471904755,0.15006224811077118,14.68776798248291,0.005438259337097406,0.0,0.0,0.0,0.0
23,True,1.032023214157416,0.6285638143027491,0.18735558829740084,0.44120823083054317,8.069187866711175,0.0052007806662706865,0.04044145628606132,2.802123826737377,0.00695264762644345,0.04498616016783833,2.827533096099034,0.20131593942642212,0.19025005400180817,21.8133487701416,0.055949557572603226,0.15791484713554382,0.15759815275669098,17.76429557800293,0.002005591057240963,0.00017501110696304507,0.9964997649908403,79552.0,1.745739504333455,0.6186505903130914,0.19162550765388417,0.42702508972822173,22.541777860122227,0.004195469716812341,0.26706286324966305,4.90467074118347,0.006148887019682264,0.23727885860638476,4.769883841337534,0.20751258730888367,0.18856649100780487,17.699554443359375,0.09151256829500198,0.145724356174469,0.14490766823291779,14.884242057800293,0.0059905280359089375,0.0,0.0,0.0,0.0
24,True,1.0135262551704722,0.6131826582471881,0.1844856786636796,0.42869698375535414,8.006871818057588,0.005000276400760859,0.03990925844887621,2.786690147001707,0.006782106622118482,0.04432939082887608,2.819648656169925,0.1967041790485382,0.18621936440467834,22.055618286132812,0.054330334067344666,0.1543440818786621,0.15403532981872559,17.86236000061035,0.001997313229367137,0.00017289686274214077,0.9965420495960822,79552.0,1.7157855895009002,0.5975598537054345,0.1860503432243018,0.41150951755014714,22.364514204369723,0.0040577839066229275,0.26438949050286387,4.900613275350217,0.006008497085685859,0.23495623236396562,4.72851390736092,0.2023157924413681,0.18232928216457367,18.113771438598633,0.09858066588640213,0.14141705632209778,0.1405525505542755,15.141711235046387,0.006801501847803593,0.0,0.0,0.0,0.0
25,True,1.001029377633875,0.6029131727792136,0.18335631312929807,0.41955686407950454,7.962323993612276,0.00497423441155663,0.03959056090081016,2.776803186797175,0.006650595474416541,0.043953061583343285,2.806310249401117,0.19246061146259308,0.1822385936975479,22.287029266357422,0.054074760526418686,0.15180473029613495,0.15149769186973572,18.008052825927734,0.0019991055596619844,0.0001707106781186536,0.9965857730339269,79552.0,1.724131649073886,0.6082414874651362,0.18109938879861343,0.4271421026830082,22.31780290218055,0.003987337115868384,0.264594970045064,4.861257330765207,0.006097272077369481,0.23889966280955188,4.617387307144142,0.1909390240907669,0.17382924258708954,18.81950569152832,0.09049855917692184,0.14049674570560455,0.13969500362873077,15.3377685546875,0.006174188572913408,0.0,0.0,0.0,0.0
26,True,0.9924918510984818,0.5962504079911561,0.18267791571990194,0.413572496485058,7.924828742265893,0.004885939252956179,0.03932030049429147,2.7671032706672687,0.0064970766640345436,0.04354895839553059,2.801415749931182,0.18818864226341248,0.17834100127220154,22.607696533203125,0.053249236196279526,0.14908596873283386,0.14878880977630615,18.250452041625977,0.0019985362887382507,0.00016845471059286852,0.9966308921542728,79552.0,1.7149949979910633,0.59348820989344,0.1803464483058035,0.4131417634352198,22.430135444168133,0.004288903003272342,0.2623264693185647,4.924918183177526,0.006486204647674976,0.22772447118219338,4.984528687981056,0.18991467356681824,0.17167311906814575,18.94186019897461,0.09663661569356918,0.14145058393478394,0.1406591832637787,15.276620864868164,0.005875088274478912,0.0,0.0,0.0,0.0
27,True,0.9798370938049816,0.5854437364293794,0.18033840824353148,0.40510533197407556,7.887867023555483,0.0049151973591889655,0.03924755117918154,2.758026895941215,0.006520882604446274,0.043152180776803224,2.7839402370844173,0.18305958807468414,0.17378480732440948,22.832077026367188,0.05157935246825218,0.14647233486175537,0.14619354903697968,18.445363998413086,0.001902799354866147,0.00016613118653236418,0.9966773624296373,79552.0,1.6854433287186121,0.5693354799419722,0.17737675412003243,0.3919587293162821,22.32215665421396,0.004194565409495724,0.26629013513940364,4.918130313609801,0.0060994999333864675,0.23567022853141847,4.597691343418219,0.1838415265083313,0.16656988859176636,19.13562774658203,0.09462462365627289,0.1364227831363678,0.13564880192279816,15.843891143798828,0.006440808996558189,0.0,0.0,0.0,0.0
28,True,0.9672169167479486,0.575005984148093,0.17807930983656947,0.3969266796462112,7.844218521471093,0.004812978170859895,0.03889548193516505,2.7449402811540677,0.006404110053306923,0.042968504484488135,2.7722337369657963,0.17942126095294952,0.17024636268615723,22.814027786254883,0.052015963941812515,0.14412467181682587,0.14384877681732178,18.657794952392578,0.0019434605492278934,0.00016374239897486766,0.9967251379991,79552.0,1.6720003117769555,0.5640331135605866,0.17745811847663634,0.3865749962487311,22.159343544684972,0.004122376609204533,0.2651454380580357,4.8714294415022215,0.0057273968377067755,0.23439655149722036,4.553006910786991,0.17909063398838043,0.16160675883293152,18.958147048950195,0.0978458821773529,0.1343173384666443,0.13356967270374298,15.692593574523926,0.006384608801454306,0.0,0.0,0.0,0.0
29,True,0.9580975137261355,0.5683530128874897,0.17747214181784748,0.39088087476795946,7.794889890466692,0.004751493624611574,0.03878165173703207,2.7279784137072913,0.006241702159217837,0.042508175175514126,2.759844994218908,0.17587588727474213,0.16689936816692352,22.832103729248047,0.05183209106326103,0.14206817746162415,0.14179378747940063,18.880887985229492,0.001990068471059203,0.0001612907053652955,0.9967741717135626,79552.0,1.7149160968646848,0.6021510137701934,0.1790135142134849,0.4231375028502266,22.2553012981569,0.004128254054809577,0.26070303287146224,4.956405862170834,0.005356757841989237,0.22927272416189354,4.812546586671093,0.1755092889070511,0.16159792244434357,19.273597717285156,0.07968704402446747,0.13604754209518433,0.13521808385849,16.076284408569336,0.0076795900240540504,0.0,0.0,0.0,0.0
30,True,0.9536302136444604,0.5647065484729968,0.17711373767422173,0.38759281464094897,7.778473195201048,0.004752852148616166,0.03832555143274996,2.7303013197376376,0.006175951179276555,0.04267382449137042,2.74997776300794,0.17179825901985168,0.1633458286523819,23.163833618164062,0.04998829960823059,0.14022313058376312,0.13995136320590973,19.176740646362305,0.0020015439949929714,0.0001587785252292456,0.9968244151822796,79552.0,1.6623025255383186,0.5546262933398193,0.18140357270876994,0.3732227225187975,22.153524388521507,0.003908775708854018,0.26278135397363545,4.817307945252423,0.005239195560953628,0.228214233069407,4.832247610583762,0.17193230986595154,0.1573096215724945,19.57306671142578,0.0852091833949089,0.13484647870063782,0.134120374917984,16.108186721801758,0.006520817521959543,0.0,0.0,0.0,0.0
31,True,0.9444545248968411,0.5577741292150196,0.17570998458519926,0.3820641503181557,7.733607800660935,0.004681511363487545,0.03806856727753545,2.7146133700399178,0.0060791675581492646,0.042364646807277,2.739149337081495,0.16810590028762817,0.1598205417394638,23.210365295410156,0.05008970573544502,0.13806551694869995,0.1378006488084793,19.324350357055664,0.0019845725037157536,0.00015620833778521082,0.9968758188206145,79552.0,1.70314599497299,0.5960279044436637,0.18026189755076025,0.4157660123954886,22.142361417292264,0.004280421143583451,0.2552921264319407,5.060175024741808,0.006038208741875431,0.22934280765667117,4.708193947208073,0.1708100587129593,0.1561601310968399,19.24665641784668,0.08643200993537903,0.1292877197265625,0.1284281313419342,16.144590377807617,0.008391184732317924,0.0,0.0,0.0,0.0
32,True,0.9383507276962385,0.5528870456801819,0.17572154955862035,0.3771655002094907,7.709273513631291,0.00460251422253552,0.038103764995105406,2.713712161908875,0.005965121570449736,0.04193048945186796,2.730513317826671,0.16452595591545105,0.1564662605524063,23.33234977722168,0.049761611968278885,0.13575296103954315,0.1354866474866867,19.425521850585938,0.0020078590605407953,0.0001535826794978976,0.9969283318989741,79552.0,1.6843171235364724,0.5763946622208443,0.18275414824967756,0.3936405216426541,22.15844884908424,0.003907240869482412,0.2705081415304919,4.66352358951022,0.005127213323599285,0.23627120272489893,4.599658007779808,0.15997330844402313,0.1475190669298172,19.740854263305664,0.0786345824599266,0.12548713386058807,0.12473230063915253,16.478336334228516,0.007739666383713484,0.0,0.0,0.0,0.0
33,True,0.9286927505788166,0.5454645939201285,0.17445519471230855,0.3710094029660774,7.664563020390076,0.00451365265520799,0.03788847551169361,2.697777362619785,0.005795456902034077,0.04171892566634874,2.718879429831777,0.16080033779144287,0.15307947993278503,23.45526695251465,0.04870942607522011,0.1337817758321762,0.13351042568683624,19.482698440551758,0.0020632962696254253,0.00015090414157503554,0.9969819025928733,79552.0,1.711834543156174,0.6027350841828112,0.18305533955682,0.41967974269807823,22.181988836941372,0.003975317952464111,0.25847944480710916,5.049600775479518,0.005499671228704447,0.2304019568101415,4.673567773676286,0.15965873003005981,0.14510361850261688,19.70590591430664,0.09153633564710617,0.1250326931476593,0.12434859573841095,16.4210205078125,0.00681120902299881,0.0,0.0,0.0,0.0
34,True,0.9236278485983298,0.540916080579869,0.1745095929656888,0.3664064914143958,7.65423525674441,0.004530181995988617,0.03771684175523557,2.69666309176389,0.005832932271373894,0.041668303436745775,2.7138736543402207,0.15760257840156555,0.1501537561416626,23.49013328552246,0.047981053590774536,0.13193467259407043,0.13167427480220795,19.60601806640625,0.0020130060147494078,0.00014817536741016976,0.9970364780340795,79552.0,1.6586466709558534,0.5561172931663431,0.1851999717099326,0.3709173277221279,22.050587281383915,0.0037572421516339494,0.2575946818143531,5.003945891062978,0.00508797079835569,0.2284404415325977,4.674604525800209,0.15516550838947296,0.14176532626152039,19.726335525512695,0.08703160285949707,0.12319162487983704,0.12246478348970413,16.584239959716797,0.00740844989195466,0.0,0.0,0.0,0.0
