comparison,candidate,comparator,metric,improvement,conditional_low,conditional_high,crossed_low,crossed_high,people_improved,people_worsened,loo_min,loo_max,seed_17,seed_29,seed_43
direct_vs_jepa_base,P-direct-none-base,M-paired_jepa-graph_time-base,assignment_failure_rate,0.276891472631,0.264947996182,0.289987192326,0.262692844314,0.291117531175,14,0,0.272808751357,0.279151231473,0.27322539695,0.273255473965,0.284193546977
direct_vs_jepa_base,P-direct-none-base,M-paired_jepa-graph_time-base,response_error,3.14725368696,1.66049428858,4.8908156494,1.45880827343,4.99694750615,12,2,2.59970847325,3.45367865846,3.13877356757,2.9843685412,3.31861895213
direct_vs_jepa_base,P-direct-none-base,M-paired_jepa-graph_time-base,nuisance_error,3.67447429171,2.19967587558,5.42526975292,1.97871109651,5.56261788922,12,2,3.06290452664,3.95866431131,3.7164007685,3.58067300903,3.72634909761
direct_vs_jepa_base,P-direct-none-base,M-paired_jepa-graph_time-base,interaction_error,4.98334628054,1.28997825752,9.24537814259,0.772768972563,9.42794409501,10,4,3.62686109925,5.73685649599,4.32974272477,5.14067727179,5.47961884505
direct_vs_jepa_change,P-direct-none-base,M-paired_jepa-graph_time-paired_change,A_error,7.06999673438,5.87381257913,8.54024991281,2.37564989428,13.9078318025,14,0,6.55467151197,7.29599355064,3.06357858183,14.422675862,3.72373575927
direct_vs_jepa_change,P-direct-none-base,M-paired_jepa-graph_time-paired_change,waveform_error,10.4800283766,9.51837578605,11.7092934151,9.45094692881,11.7944786532,14,0,10.0354994409,10.6396440306,10.1523150741,10.4152482608,10.8725217949
direct_vs_jepa_change,P-direct-none-base,M-paired_jepa-graph_time-paired_change,visible_nle,0.0435414207621,0.0403907670055,0.0472050880005,0.0402937943647,0.0474238022656,14,0,0.0424687953236,0.0440463343056,0.042934691691,0.0439237284737,0.0437658421216
direct_vs_jepa_change,P-direct-none-base,M-paired_jepa-graph_time-paired_change,synthetic_all_nle,0.0401898489449,0.037181706995,0.0437070252249,0.0370830327188,0.0439339584368,14,0,0.0391534818321,0.0407146434478,0.039314068042,0.0407469452026,0.04050853359
direct_vs_jepa_change,P-direct-none-base,M-paired_jepa-graph_time-paired_change,displacement_nle,0.018982600242,0.0178031268117,0.0202631407989,0.0177139013871,0.020333293867,14,0,0.0186638285547,0.0193705605055,0.0192127619832,0.0184097453923,0.0193252933505
direct_vs_jepa_change,P-direct-none-base,M-paired_jepa-graph_time-paired_change,assignment_failure_rate,0.287422710367,0.274882191909,0.301075908509,0.274128058266,0.302446641066,14,0,0.282456613038,0.289939098887,0.282346782705,0.288793819845,0.291127528551
direct_vs_jepa_change,P-direct-none-base,M-paired_jepa-graph_time-paired_change,response_error,2.52207889766,1.09700249092,4.07442183521,0.94500303394,4.36447121178,11,3,2.0860349508,2.85240395284,3.26725922105,2.01572688916,2.28325058279
direct_vs_jepa_change,P-direct-none-base,M-paired_jepa-graph_time-paired_change,nuisance_error,2.26716366987,1.00882004217,3.66860456358,0.859118249124,3.98963996106,12,2,1.84086051634,2.5241347984,3.0362494219,1.94474065478,1.82050093294
direct_vs_jepa_change,P-direct-none-base,M-paired_jepa-graph_time-paired_change,interaction_error,3.19551402355,-0.207943487092,6.98008679372,-0.670563998541,7.74225023635,7,7,2.10032800883,3.94766431554,5.26829849975,1.67383749932,2.64440607159
jepa_vs_initialized_change,M-paired_jepa-graph_time-paired_change,I-initialized-none-paired_change,A_error,-2.31993595044,-3.26749762151,-1.38867237059,-8.81169003592,2.8519175214,1,13,-2.50842699405,-2.04848355047,-0.385548409141,-9.35278763703,2.77852819487
jepa_vs_initialized_change,M-paired_jepa-graph_time-paired_change,I-initialized-none-paired_change,waveform_error,-0.596680977544,-0.871499250956,-0.35112211456,-1.17094481854,0.0740917728571,1,13,-0.650938675172,-0.503222581155,0.0698453695403,-0.814971981608,-1.04491632056
jepa_vs_initialized_change,M-paired_jepa-graph_time-paired_change,I-initialized-none-paired_change,visible_nle,0.00136881415008,-0.000307337093963,0.00280805554763,-0.000607556553099,0.00301410454863,9,5,0.00116139743797,0.00189617367362,0.00203132673915,0.00127741966371,0.000797696047378
jepa_vs_initialized_change,M-paired_jepa-graph_time-paired_change,I-initialized-none-paired_change,synthetic_all_nle,0.00180636893441,0.000125602863601,0.00322107635248,-0.000193741259642,0.00337219835235,12,2,0.00161403339829,0.00236036206715,0.00256091421861,0.00142118580542,0.00143700677919
jepa_vs_initialized_change,M-paired_jepa-graph_time-paired_change,I-initialized-none-paired_change,displacement_nle,-0.00176183039542,-0.00231426187967,-0.00128208320739,-0.00292027274205,-0.000485476731503,0,14,-0.00184215199608,-0.00160307012056,-0.0027268171506,-0.000406167774762,-0.00215250626091
jepa_vs_initialized_change,M-paired_jepa-graph_time-paired_change,I-initialized-none-paired_change,assignment_failure_rate,-1.67866732598e-05,-0.00711534114268,0.00600197286954,-0.00891363259969,0.00776466997408,7,7,-0.00099559414663,0.002598867026,0.00318066851494,0.00299858156271,-0.00622961009743
jepa_vs_initialized_change,M-paired_jepa-graph_time-paired_change,I-initialized-none-paired_change,response_error,0.0928311395073,-0.928797993115,0.993930162258,-1.39445580621,1.39282402681,9,5,-0.113665652577,0.381106277949,-0.902802965449,0.846148498927,0.335147885043
jepa_vs_initialized_change,M-paired_jepa-graph_time-paired_change,I-initialized-none-paired_change,nuisance_error,1.56380806533,0.234615595133,2.80382124413,-0.517447527783,4.05029594533,12,2,1.20797076341,1.99419795011,-0.0124348268221,1.17050639744,3.53335262537
jepa_vs_initialized_change,M-paired_jepa-graph_time-paired_change,I-initialized-none-paired_change,interaction_error,0.674473107109,-1.7449064602,2.87061281432,-2.99615423745,3.91733871303,9,5,0.181749718206,1.36703216567,-1.81743535613,2.63409754808,1.20675712937
jepa_vs_shuffled_change,M-paired_jepa-graph_time-paired_change,I-shuffled_jepa-graph_time-paired_change,A_error,-3.79707071056,-4.95825542859,-2.67559097996,-9.85404009921,0.483174033509,0,14,-4.08781068125,-3.37144437977,-0.821440818103,-10.6349797544,0.0652084408001
jepa_vs_shuffled_change,M-paired_jepa-graph_time-paired_change,I-shuffled_jepa-graph_time-paired_change,waveform_error,-1.1859704202,-1.67110175725,-0.750238660533,-2.19310280648,-0.450719750978,1,13,-1.29177876922,-1.03787177019,-1.1289904536,-0.464067583176,-1.96485322382
jepa_vs_shuffled_change,M-paired_jepa-graph_time-paired_change,I-shuffled_jepa-graph_time-paired_change,visible_nle,0.00138985035285,-0.000328824790059,0.00285679916286,-0.000557332188169,0.00301434868014,9,5,0.0011813738532,0.00190833671676,0.00196889098529,0.00134732682036,0.000853333252898
jepa_vs_shuffled_change,M-paired_jepa-graph_time-paired_change,I-shuffled_jepa-graph_time-paired_change,synthetic_all_nle,0.00180931885492,0.000110739437179,0.00323232202593,-0.000237572244189,0.00336960589479,12,2,0.00161770407829,0.0023568750317,0.00267125991821,0.00132285645452,0.00143384019204
jepa_vs_shuffled_change,M-paired_jepa-graph_time-paired_change,I-shuffled_jepa-graph_time-paired_change,displacement_nle,0.000312249951117,0.000134566962784,0.000467128680887,-0.000992098700553,0.0016047313897,11,3,0.00028469979799,0.000377792937261,0.000434068371727,0.00164872695016,-0.00114604546854
jepa_vs_shuffled_change,M-paired_jepa-graph_time-paired_change,I-shuffled_jepa-graph_time-paired_change,assignment_failure_rate,-0.00203889936991,-0.00842722685134,0.003454003563,-0.0103988696885,0.00579787115967,7,7,-0.0029080812738,0.000346948375901,0.00391854265716,-0.00197203841047,-0.00806320235641
jepa_vs_shuffled_change,M-paired_jepa-graph_time-paired_change,I-shuffled_jepa-graph_time-paired_change,response_error,1.67988685911,0.40182717423,3.09730696001,-1.09395523127,4.73348800283,11,3,1.28133979909,2.01865965099,-0.66407676209,4.17731265322,1.5264246862
jepa_vs_shuffled_change,M-paired_jepa-graph_time-paired_change,I-shuffled_jepa-graph_time-paired_change,nuisance_error,2.06413176352,0.439639159439,3.8076461167,-1.0582711764,5.194952229,10,4,1.58657755486,2.50967897015,-0.389375966284,4.51420821413,2.06756304272
jepa_vs_shuffled_change,M-paired_jepa-graph_time-paired_change,I-shuffled_jepa-graph_time-paired_change,interaction_error,5.08850469927,1.85142510245,8.68273931429,-2.07091607495,12.924263145,11,3,4.0268606611,5.91838163963,-0.9882971254,11.8829444636,4.37086675961
jepa_vs_coordinate_change,M-paired_jepa-graph_time-paired_change,M-coordinate-graph_time-paired_change,A_error,-1.99192083069,-2.72549321646,-1.32201027108,-7.73762350126,2.85385123362,1,13,-2.16814355342,-1.70963088663,2.51997039661,-8.01109136786,-0.484641520817
jepa_vs_coordinate_change,M-paired_jepa-graph_time-paired_change,M-coordinate-graph_time-paired_change,waveform_error,-1.14847802872,-1.63799884498,-0.667867200375,-1.78169470145,-0.559679114599,1,13,-1.25740756241,-0.984126193347,-0.786481946935,-1.33472780993,-1.3242243293
jepa_vs_coordinate_change,M-paired_jepa-graph_time-paired_change,M-coordinate-graph_time-paired_change,visible_nle,-0.0129690245032,-0.0145627128631,-0.0113547001858,-0.0148388507468,-0.0107986226785,0,14,-0.0134332208409,-0.0125912154219,-0.012547563961,-0.0120562845853,-0.0143032249633
jepa_vs_coordinate_change,M-paired_jepa-graph_time-paired_change,M-coordinate-graph_time-paired_change,synthetic_all_nle,-0.0138663491132,-0.0150779593138,-0.0126368733835,-0.0154105094304,-0.0122219365658,0,14,-0.0141886888977,-0.0135542993849,-0.0130421764965,-0.0138569002472,-0.0146999705957
jepa_vs_coordinate_change,M-paired_jepa-graph_time-paired_change,M-coordinate-graph_time-paired_change,displacement_nle,0.000668924400049,0.000215219076864,0.00108015735869,8.60024079474e-05,0.00136259764023,12,2,0.000554265939452,0.000817859396601,0.000822143552203,0.00106729088853,0.000117338759411
jepa_vs_coordinate_change,M-paired_jepa-graph_time-paired_change,M-coordinate-graph_time-paired_change,assignment_failure_rate,-0.0521950409661,-0.0599502711606,-0.0419023411901,-0.0618154834952,-0.0390967084855,0,14,-0.0558580131064,-0.0510706335355,-0.0457053721324,-0.0597313898244,-0.0511483609416
jepa_vs_coordinate_change,M-paired_jepa-graph_time-paired_change,M-coordinate-graph_time-paired_change,response_error,1.10810379728,-0.0613012906448,2.34787725816,-0.654269631242,2.99717920792,10,4,0.745996697003,1.50548660031,1.63906568356,-0.0626732858842,1.74791899417
jepa_vs_coordinate_change,M-paired_jepa-graph_time-paired_change,M-coordinate-graph_time-paired_change,nuisance_error,-0.315673693139,-1.47051965635,0.928024464109,-2.34544189915,1.83335490304,7,7,-0.691529749627,0.0234231219679,-1.0504208394,-1.44354475612,1.54694451611
jepa_vs_coordinate_change,M-paired_jepa-graph_time-paired_change,M-coordinate-graph_time-paired_change,interaction_error,1.40313979781,-1.32568983647,4.29070756349,-2.66700018868,5.86197183342,7,7,0.553690198104,2.28905741755,2.20923803644,-1.22162894212,3.22181029909
jepa_vs_initialized_base,M-paired_jepa-graph_time-base,I-initialized-none-base,A_error,-0.478891867721,-0.86268986861,-0.0779643944745,-1.71868031513,0.617399973338,3,11,-0.591450714758,-0.386988723981,-1.5306725237,0.163081915197,-0.0690849946597
jepa_vs_initialized_base,M-paired_jepa-graph_time-base,I-initialized-none-base,waveform_error,-0.484681938473,-0.700917092675,-0.278875161775,-1.30783127015,0.155271263627,1,13,-0.532280188902,-0.430067553163,-1.3611102726,0.0366186492442,-0.129554192063
jepa_vs_initialized_base,M-paired_jepa-graph_time-base,I-initialized-none-base,visible_nle,0.00512210453738,0.00326672356224,0.00813962527106,0.00264857587738,0.00825896101966,14,0,0.0038427888316,0.00547607844913,0.0051623885182,0.00621222029647,0.00399170479746
jepa_vs_initialized_base,M-paired_jepa-graph_time-base,I-initialized-none-base,synthetic_all_nle,0.00614016986079,0.00401523564889,0.00902011008181,0.003971606281,0.00902802085541,13,1,0.00497707590307,0.00676283974934,0.00664276606376,0.00613059374538,0.00564714977322
jepa_vs_initialized_base,M-paired_jepa-graph_time-base,I-initialized-none-base,displacement_nle,-0.0014134914799,-0.00207208760164,-0.000898184248379,-0.00217192476951,-0.000852413492394,0,14,-0.00149344580084,-0.00116098177405,-0.00169701905207,-0.00121952808831,-0.00132392729932
jepa_vs_initialized_base,M-paired_jepa-graph_time-base,I-initialized-none-base,assignment_failure_rate,0.0218896102183,0.0119710792498,0.0358732298659,0.0100050910759,0.0393944372822,13,1,0.0159085638998,0.0244202883362,0.0225074640667,0.0292487199174,0.013912646671
jepa_vs_initialized_base,M-paired_jepa-graph_time-base,I-initialized-none-base,response_error,-1.25834039491,-2.4097311385,-0.199347190236,-2.55091953718,0.0741597778305,5,9,-1.48200977633,-0.99337498902,-1.53069579285,-1.31381608708,-0.93050930481
jepa_vs_initialized_base,M-paired_jepa-graph_time-base,I-initialized-none-base,nuisance_error,-0.236979210604,-1.35944063349,0.885503592398,-1.62123562798,1.10929164957,6,8,-0.481794656857,0.00372195969675,-0.22141793629,-0.175444350555,-0.314075344967
jepa_vs_initialized_base,M-paired_jepa-graph_time-base,I-initialized-none-base,interaction_error,-1.66272748644,-4.35010721607,0.873483973817,-4.77444426487,1.2455775609,7,7,-2.18304765589,-1.04501920567,-1.58987414599,-2.20553199315,-1.19277632019
jepa_vs_shuffled_base,M-paired_jepa-graph_time-base,I-shuffled_jepa-graph_time-base,A_error,-0.499252261153,-0.878619980207,-0.136970492511,-1.73888360066,0.682152946791,5,9,-0.57947621919,-0.395900517987,-1.61423503608,0.222860197436,-0.106381944816
jepa_vs_shuffled_base,M-paired_jepa-graph_time-base,I-shuffled_jepa-graph_time-base,waveform_error,-0.717963013905,-0.956699214351,-0.493355520292,-1.22755686206,-0.309638096968,0,14,-0.758563975556,-0.649797552949,-1.17552092877,-0.471643005085,-0.506725107863
jepa_vs_shuffled_base,M-paired_jepa-graph_time-base,I-shuffled_jepa-graph_time-base,visible_nle,0.0041028717933,0.00257728135468,0.0065577876812,0.00219560821953,0.00657723264009,14,0,0.00304590622186,0.00431234851867,0.00495028147351,0.00404014067536,0.00331819323104
jepa_vs_shuffled_base,M-paired_jepa-graph_time-base,I-shuffled_jepa-graph_time-base,synthetic_all_nle,0.00507156395107,0.00335692336585,0.00744979184186,0.00317552392136,0.0077033900633,13,1,0.00410286373098,0.00553918914602,0.00611259099347,0.00447402275808,0.00462807810166
jepa_vs_shuffled_base,M-paired_jepa-graph_time-base,I-shuffled_jepa-graph_time-base,displacement_nle,-0.000983731665044,-0.0014335049561,-0.000635724737587,-0.00168626822647,-0.000473451009616,0,14,-0.00103853501324,-0.000795523273358,-0.00152640494485,-0.000534633822826,-0.000890156227452
jepa_vs_shuffled_base,M-paired_jepa-graph_time-base,I-shuffled_jepa-graph_time-base,assignment_failure_rate,0.0164346894727,0.0103605719112,0.0246646106786,0.00779627816799,0.0270568828682,13,1,0.0130031345242,0.0181717870819,0.0213122600059,0.0190909565543,0.00890085185794
jepa_vs_shuffled_base,M-paired_jepa-graph_time-base,I-shuffled_jepa-graph_time-base,response_error,-1.34638968757,-2.43935038819,-0.239469366833,-2.63871479386,-0.101977290129,4,10,-1.59632076466,-1.07538610409,-1.1463902956,-1.39440443602,-1.49837433107
jepa_vs_shuffled_base,M-paired_jepa-graph_time-base,I-shuffled_jepa-graph_time-base,nuisance_error,-0.761757234766,-1.7521236956,0.150147048009,-1.98525901498,0.384814025992,6,8,-0.946754499848,-0.511636345642,-0.377645456471,-0.855542435059,-1.05208381277
jepa_vs_shuffled_base,M-paired_jepa-graph_time-base,I-shuffled_jepa-graph_time-base,interaction_error,-2.24015602911,-4.82834318025,0.399217388124,-5.46893610119,0.823240166902,6,8,-2.86398572141,-1.62046383006,-1.05348220282,-2.74053147172,-2.92645441278
jepa_vs_coordinate_base,M-paired_jepa-graph_time-base,M-coordinate-graph_time-base,A_error,-0.818857919093,-1.48559292281,-0.208674717015,-1.87732785001,-0.0119373738725,2,12,-1.02618641147,-0.611658114243,-1.07169535066,-1.11611854278,-0.268759863839
jepa_vs_coordinate_base,M-paired_jepa-graph_time-base,M-coordinate-graph_time-base,waveform_error,-1.57319983456,-2.04460141693,-1.15908723344,-2.35774918211,-0.933270802815,0,14,-1.6860151518,-1.44399861445,-2.15927881463,-1.53324956657,-1.02707112247
jepa_vs_coordinate_base,M-paired_jepa-graph_time-base,M-coordinate-graph_time-base,visible_nle,-0.0143435251494,-0.0162585621907,-0.0124694333497,-0.0165428234197,-0.0118439806734,0,14,-0.0147922907207,-0.0137337542322,-0.0143885771751,-0.0130147828149,-0.0156272154582
jepa_vs_coordinate_base,M-paired_jepa-graph_time-base,M-coordinate-graph_time-base,synthetic_all_nle,-0.0138577199882,-0.0161485549598,-0.011879050157,-0.0161442853063,-0.0116927459892,0,14,-0.0141866170366,-0.0129635163582,-0.0133242736292,-0.0138407762404,-0.0144081100949
jepa_vs_coordinate_base,M-paired_jepa-graph_time-base,M-coordinate-graph_time-base,displacement_nle,-0.000661771589008,-0.00129002934218,-0.000173884735074,-0.00140863431275,8.42388354027e-05,4,10,-0.000755289193919,-0.000427589876749,-0.000864445015474,-6.44016350818e-05,-0.00105646811647
jepa_vs_coordinate_base,M-paired_jepa-graph_time-base,M-coordinate-graph_time-base,assignment_failure_rate,-0.095609632321,-0.10303429477,-0.0870440240132,-0.104605205199,-0.0856294260388,0,14,-0.0985837202931,-0.0939169167597,-0.0955987504948,-0.0971010903192,-0.0941290561491
jepa_vs_coordinate_base,M-paired_jepa-graph_time-base,M-coordinate-graph_time-base,response_error,-0.444137526742,-1.76456284442,1.00532615111,-2.21925989663,1.40999237376,6,8,-0.915810935479,-0.196856171258,0.395967512636,-1.54198260915,-0.186397483713
jepa_vs_coordinate_base,M-paired_jepa-graph_time-base,M-coordinate-graph_time-base,nuisance_error,-3.0423594726,-4.27341994957,-1.6287206859,-4.8897922082,-1.07398274598,1,13,-3.59046199158,-2.70712251001,-1.64987669068,-4.09488844355,-3.38231328357
jepa_vs_coordinate_base,M-paired_jepa-graph_time-base,M-coordinate-graph_time-base,interaction_error,-2.37936629518,-5.61867454522,1.16855199993,-7.02125488601,2.37473028327,4,10,-3.51251831943,-1.82177359747,0.309300729441,-5.51373946094,-1.93366015404
objective_jepa,M-paired_jepa-graph_time-paired_change,M-paired_jepa-graph_time-base,A_error,-4.24524419585,-5.21878239682,-3.41390032001,-11.9174187377,1.04251620665,0,14,-4.4275232145,-3.85042657432,0.6533296561,-12.282330717,-1.1067315267
objective_jepa,M-paired_jepa-graph_time-paired_change,M-paired_jepa-graph_time-base,waveform_error,-5.10011026733,-6.13770466952,-4.20803666739,-6.5437564653,-3.69686092919,0,14,-5.27795304497,-4.77649048754,-3.83711323041,-5.61652179085,-5.84669578073
objective_jepa,M-paired_jepa-graph_time-paired_change,M-paired_jepa-graph_time-base,visible_nle,-0.00579703757629,-0.00723657060821,-0.00457853514879,-0.00798517554505,-0.00439054826013,0,14,-0.00619038897203,-0.00524884181549,-0.00513356263383,-0.0070478217677,-0.00520972832734
objective_jepa,M-paired_jepa-graph_time-paired_change,M-paired_jepa-graph_time-base,synthetic_all_nle,-0.00741430234441,-0.00861660712459,-0.00591632981661,-0.00883361466605,-0.00580635648067,1,13,-0.00801193604247,-0.00702982787931,-0.00682480581024,-0.00800108079678,-0.00741702042621
